,GCA_000157875.1_ASM15787v1_genomic,GCA_000158995.1_ASM15899v1_genomic,GCA_000163135.1_ASM16313v1_genomic,GCA_000370925.1_Bruc_sp_56_94_V1_genomic,GCA_000370945.1_Bruc_sp_63_311_V1_genomic,GCA_000370965.1_Bruc_sp_F23_97_V1_genomic,GCA_000370985.1_Bruc_sp_F5_06_V1_genomic,GCA_000371005.1_Bruc_sp_F8_99_V1_genomic,GCA_000371025.1_Bruc_sp_F96_2_V1_genomic,GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic,GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic,GCA_000480195.1_Bruc_sp_04-5288_V1_genomic,GCA_000691585.1_ASM69158v1_genomic,GCA_000740135.1_ASM74013v1_genomic,GCA_000740155.1_ASM74015v1_genomic,GCA_000740235.1_ASM74023v1_genomic,GCA_000740275.1_ASM74027v1_genomic,GCA_001307475.2_ASM130747v2_genomic,GCA_001715385.1_ASM171538v1_genomic,GCA_001742815.1_ASM174281v1_genomic,GCA_001971625.1_ASM197162v1_genomic,GCA_001971805.1_ASM197180v1_genomic,GCA_009601725.1_ASM960172v1_genomic,GCA_014084005.1_ASM1408400v1_genomic,GCA_014495905.1_ASM1449590v1_genomic,GCA_015832115.1_ASM1583211v1_genomic,GCA_900000005.1_BVF60_genomic,GCA_900092405.1_10RB9215v1_genomic,GCA_900095155.1_BR141012304v1_genomic
GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic,651681.8235684235,1549214.547740573,1533038.331105739,1692241.648063188,1590502.8472937979,1667892.788411319,1703500.4772281647,1681114.5327748992,1713995.4732429401,1657741.4829335965,1726417.3821628506,1534045.928712409,1536165.155536868,1525617.2532823212,1518164.9855249466,1605736.323682209,1725089.8817223695,1550234.9667742725,1520283.9374961269,577308.3216695132,655486.6662451978,762150.3041086758,628354.1912811621,633474.4173857721,703606.5420304701,628083.2000884879,749593.7193001853,713299.5980682144,641478.4539208866
GCA_000480195.1_Bruc_sp_04-5288_V1_genomic,642131.7072939543,1481028.8083575084,1494560.774929894,1558898.6619177745,1529575.1609560999,1537169.6480090995,1556476.6313375307,1531623.5082701377,1567801.2653683713,1532781.0428186362,1534045.928712409,1601042.8720399858,1582476.9801074485,1469482.5281292852,1464833.366403161,1542593.0215212225,1558291.1658397196,1491458.735462788,1463967.9420613504,563519.2967858483,641620.177106172,733409.648487572,619614.7888637907,620357.0431996314,649670.0820629615,616769.5067418145,713510.8645879152,697247.0206493244,628448.8743724612
GCA_000691585.1_ASM69158v1_genomic,641709.8610184417,1480212.2138843166,1499193.339746706,1569692.1116593324,1534047.4374425544,1541499.844842871,1569442.1173852796,1534160.769781596,1581900.343918239,1535179.853319215,1536165.155536868,1582476.9801074485,1610222.1168390599,1477067.7075980406,1470187.492133523,1551654.3980511464,1575465.7677614419,1496466.119365959,1471571.780736773,564504.0836442672,643281.1546431488,742101.7640665828,623325.8577631888,621164.1507893425,655355.9490960885,617249.2970572548,722699.4897641356,698555.2407565174,629126.0052978691
GCA_000740135.1_ASM74013v1_genomic,628207.6941990681,1432679.3364735018,1452548.708839226,1543039.79121507,1512086.32506492,1498218.3545384565,1544117.2996921977,1524807.2705254743,1538180.101618084,1491433.7818591136,1525617.2532823212,1469482.5281292852,1477067.7075980406,1616070.183060779,1564063.1350585553,1540971.0615015232,1568565.2746782207,1527313.21599439,1603742.5364936478,544150.6153026909,619021.4497918233,725438.4738454036,593870.7410128113,597749.5085143198,644868.9998394562,593364.1901510669,721912.2016664158,683352.2591854386,607377.1932738501
GCA_000740155.1_ASM74015v1_genomic,629218.0449816352,1430719.361541757,1442656.82913328,1527791.2143520617,1502456.428609776,1488897.074642495,1528103.6155446996,1516525.936290806,1519280.833151589,1483024.279471291,1518164.9855249466,1464833.366403161,1470187.492133523,1564063.1350585553,1593351.7092377075,1529378.305113136,1549013.9990625645,1518505.2338528389,1560393.053001288,544496.7811787993,619268.1940336385,719823.7602529033,593766.9049718751,599241.5411025368,637935.9970128434,592680.8486804893,702433.3626929745,683622.128831731,607960.038663119
GCA_000740235.1_ASM74023v1_genomic,657106.813833756,1497654.4070291268,1544021.6339035963,1661131.1070393806,1586090.1213016883,1582779.6771402154,1674521.7755292766,1602783.3771773125,1674865.8628261308,1574318.5801995716,1605736.323682209,1542593.0215212225,1551654.3980511464,1540971.0615015232,1529378.305113136,1688923.9806607375,1702746.5852150365,1563051.4444338914,1536917.8302382245,581972.1589811075,662482.5426410207,787470.7183514562,632136.0860347117,640665.7173237938,707444.5525336688,631518.5058508255,794057.7300827402,719709.9813271156,649105.9767923731
GCA_000740275.1_ASM74027v1_genomic,654746.3813836672,1519518.8053966032,1604504.4360304999,1869135.9654606665,1605254.389049042,1706832.2713308523,1935474.0161844527,1715401.5645771257,1944021.654868146,1681555.3887229802,1725089.8817223695,1558291.1658397196,1575465.7677614419,1568565.2746782207,1549013.9990625645,1702746.5852150365,1996417.5106159437,1599732.022006141,1563665.1634208877,587891.3950777792,665025.6376655368,852485.8672762929,631232.0911107861,642807.4731475617,771813.7147727526,631707.0459035487,916418.498173834,721934.0652365251,656049.6827592518
GCA_001307475.2_ASM130747v2_genomic,632909.4652453843,1454005.1234244655,1476377.407111195,1572893.4340219866,1528064.2684859768,1523214.601235612,1576701.0927347457,1547944.1629329016,1570825.2082080357,1516415.4883524976,1550234.9667742725,1491458.735462788,1496466.119365959,1527313.21599439,1518505.2338528389,1563051.4444338914,1599732.022006141,1615672.6202542856,1521585.0399238586,559106.6314524693,633841.5615831993,737040.2205237652,608716.3984652318,611510.8086343624,657422.8507555834,607807.3517087818,724227.4430010197,689508.2545058941,621167.5095066354
GCA_001715385.1_ASM171538v1_genomic,626434.7151818315,1428572.2827948553,1447249.9009691854,1538133.3068141642,1508026.6090063434,1492986.6703447294,1539857.3952888413,1519138.6588147974,1534087.0841520533,1485964.1688652267,1520283.9374961269,1463967.9420613504,1471571.780736773,1603742.5364936478,1560393.053001288,1536917.8302382245,1563665.1634208877,1521585.0399238586,1606048.1429806142,543540.9607443124,618558.6300523283,724957.937768437,591536.1773785977,598739.8994769551,644912.6826787964,590797.492850514,717876.4812299077,683431.8999570688,607329.8141709858
GCA_001742815.1_ASM174281v1_genomic,581349.4769391564,549849.7174700387,564469.6959060149,587450.6069507007,572924.7078407545,568898.7312510315,580266.277854216,576102.5153277607,583335.4782632081,566950.749559477,577308.3216695132,563519.2967858483,564504.0836442672,544150.6153026909,544496.7811787993,581972.1589811075,587891.3950777792,559106.6314524693,543540.9607443124,1323368.979694211,758475.3284299402,704786.3257272952,726796.3208897134,1312612.3778409432,730939.6804375944,740765.7972608039,604695.1989870189,701288.3511323844,757935.4885943291
GCA_001971625.1_ASM197162v1_genomic,661663.4328544631,628878.7719073109,642856.1269367709,664381.0364250753,651507.3868442323,646825.8228958353,655784.271587625,654343.92326512,659018.3290942854,645895.7660738822,655486.6662451978,641620.177106172,643281.1546431488,619021.4497918233,619268.1940336385,662482.5426410207,665025.6376655368,633841.5615831993,618558.6300523283,758475.3284299402,1472200.402617316,795026.7688189993,817570.4948202426,858443.4217772194,821736.8674296127,781568.6439461542,709382.8600717516,780065.1962779593,891850.1870673253
GCA_001971805.1_ASM197180v1_genomic,716850.6690938217,705257.7759322923,757007.108599983,825017.6191647467,752321.8075838839,760291.9394602387,834777.427166378,758255.2988629958,834647.7238177339,751613.4660065378,762150.3041086758,733409.648487572,742101.7640665828,725438.4738454036,719823.7602529033,787470.7183514562,852485.8672762929,737040.2205237652,724957.937768437,704786.3257272952,795026.7688189993,1571210.5682169374,720239.553462968,767266.1260503248,787288.6708629942,724284.2559255321,804663.4433865979,928373.3537223681,772758.8969576313
GCA_009601725.1_ASM960172v1_genomic,642595.8357798712,604980.8349838293,618162.5084782351,633056.7766555621,627914.9071041017,624058.6953446667,625970.314483784,627434.0015406653,629182.7658931761,622509.155748264,628354.1912811621,619614.7888637907,623325.8577631888,593870.7410128113,593766.9049718751,632136.0860347117,631232.0911107861,608716.3984652318,591536.1773785977,726796.3208897134,817570.4948202426,720239.553462968,1567492.68752015,797590.3444159712,855670.378937361,872570.6159851677,761411.7031440702,722391.6604782442,894318.7038597381
GCA_014084005.1_ASM1408400v1_genomic,641781.2721221803,607800.5295543129,621959.0720074871,641562.4887892198,631763.6231261411,625463.7963628393,632354.549949834,631927.1820978497,637447.8026656747,623523.8082321527,633474.4173857721,620357.0431996314,621164.1507893425,597749.5085143198,599241.5411025368,640665.7173237938,642807.4731475617,611510.8086343624,598739.8994769551,1312612.3778409432,858443.4217772194,767266.1260503248,797590.3444159712,1477985.567070204,821762.151344226,814541.8061168805,725951.0708879485,775618.229986988,830079.419141473
GCA_014495905.1_ASM1449590v1_genomic,662262.1663002211,635623.9812529755,672284.2458465496,740407.2397827096,676810.3027841413,696187.645821821,759452.0278303428,687684.870676673,762871.9469916053,684206.7896669854,703606.5420304701,649670.0820629615,655355.9490960885,644868.9998394562,637935.9970128434,707444.5525336688,771813.7147727526,657422.8507555834,644912.6826787964,730939.6804375944,821736.8674296127,787288.6708629942,855670.378937361,821762.151344226,1724315.1120591837,807660.254049658,857835.5922741625,728877.7609984853,783044.0346603355
GCA_015832115.1_ASM1583211v1_genomic,645018.5600487213,602093.8683590305,614289.0116364027,632964.0661269957,623198.7807592581,620469.2877567299,623249.11691606,627242.3830238144,627827.0789686728,619444.8558687845,628083.2000884879,616769.5067418145,617249.2970572548,593364.1901510669,592680.8486804893,631518.5058508255,631707.0459035487,607807.3517087818,590797.492850514,740765.7972608039,781568.6439461542,724284.2559255321,872570.6159851677,814541.8061168805,807660.254049658,1319116.944326952,658492.7345251117,725059.8287566411,777733.0453616931
GCA_900000005.1_BVF60_genomic,657474.719055546,667439.2968662962,773184.101621267,869097.2435214665,737690.0471029668,759768.585486503,889858.6504025524,750640.530327736,918581.7655344135,745974.0668399103,749593.7193001853,713510.8645879152,722699.4897641356,721912.2016664158,702433.3626929745,794057.7300827402,916418.498173834,724227.4430010197,717876.4812299077,604695.1989870189,709382.8600717516,804663.4433865979,761411.7031440702,725951.0708879485,857835.5922741625,658492.7345251117,2779921.8441724055,691315.7124158776,634384.2537530102
GCA_900092405.1_10RB9215v1_genomic,694040.0392364389,680418.5581579739,699051.8555606419,719805.4396286017,710419.6778454683,701065.8604396029,711970.5433289503,712164.6092455974,712558.6408792861,699731.7146387488,713299.5980682144,697247.0206493244,698555.2407565174,683352.2591854386,683622.128831731,719709.9813271156,721934.0652365251,689508.2545058941,683431.8999570688,701288.3511323844,780065.1962779593,928373.3537223681,722391.6604782442,775618.229986988,728877.7609984853,725059.8287566411,691315.7124158776,1721668.6347611514,770178.6728231594
GCA_900095155.1_BR141012304v1_genomic,636089.9670805902,614163.9029629827,632350.5643262453,653049.2312475238,637519.3302385628,633660.569549825,645937.9854736192,640824.9852555342,648912.2327214074,631545.3125681232,641478.4539208866,628448.8743724612,629126.0052978691,607377.1932738501,607960.038663119,649105.9767923731,656049.6827592518,621167.5095066354,607329.8141709858,757935.4885943291,891850.1870673253,772758.8969576313,894318.7038597381,830079.419141473,783044.0346603355,777733.0453616931,634384.2537530102,770178.6728231594,1496247.6984509195
