method,k,alpha,beta,uncapped,sample,class,sample_silhouette_score,status,global_silhouette_non_singleton,species,group,group_id
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_001742815.1_ASM174281v1_genomic.fa,Brucella_sp,-0.09793041,possibly_misplaced,0.20981906,Brucella sp. B13-0095,Brucella_sp,7
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_001971625.1_ASM197162v1_genomic.fa,Brucella_sp,-0.21269514,possibly_misplaced,0.20981906,Brucella sp. 09RB8471,Brucella_sp,7
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_001971805.1_ASM197180v1_genomic.fa,Brucella_sp,-0.19994865,possibly_misplaced,0.20981906,Brucella sp. 09RB8910,Brucella_sp,7
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_009601725.1_ASM960172v1_genomic.fa,Brucella_sp,0.08878004,clear,0.20981906,Brucella sp. 2280,Brucella_sp,7
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_014084005.1_ASM1408400v1_genomic.fa,Brucella_sp,0.12677096,clear,0.20981906,Brucella sp. DSM 103976,Brucella_sp,7
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_014495905.1_ASM1449590v1_genomic.fa,Brucella_sp,0.16992135,clear,0.20981906,Brucella sp. 6810,Brucella_sp,7
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_015832115.1_ASM1583211v1_genomic.fa,Brucella_sp,-0.00478504,possibly_misplaced,0.20981906,Brucella sp. BO2,Brucella_sp,7
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_900000005.1_BVF60_genomic.fa,vulpis,,not_computed,0.20981906,Brucella vulpis,vulpis,5
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_900092405.1_10RB9215v1_genomic.fa,Brucella_sp,0.14546125,clear,0.20981906,Brucella sp. 10RB9215,Brucella_sp,7
SIWKL_inverse_G_global_beta_true_uncapped,15,1.0,0.1,True,GCA_900095155.1_BR141012304v1_genomic.fa,inopinata,,not_computed,0.20981906,Brucella inopinata,inopinata,6
